TAX-3888,TAX-3847,TAX-3880,TAX-1063,TAX-1061,TAX-287,TAX-4577,TAX-4081,TAX-9606,TAX-3708,TAX-3562,TAX-382,TAX-1488,TAX-4932,TAX-548,TAX-1718,TAX-4513,TAX-4530,TAX-4565,TAX-573,TAX-4097,TAX-4113,TAX-1423,TAX-294,TAX-1773,TAX-1148,TAX-303,TAX-2336,TAX-9913,TAX-2287,TAX-3055,TAX-1097,TAX-2190,TAX-1280,TAX-358,TAX-4058,TAX-3702,TAX-3988,TAX-1772
0.4169381107491857,0.3474025974025974,0.46875,0.6363636363636364,0.5987654320987654,0.3014018691588785,0.44107744107744107,0.464818763326226,0.5891938250428816,0.48760330578512395,0.3827751196172249,0.3795180722891566,0.22826086956521738,0.39663865546218485,0.2907801418439716,0.3669064748201439,0.3717277486910995,0.5299684542586751,0.40229885057471265,0.18,0.4584615384615385,0.4962962962962963,0.28164556962025317,0.25448028673835127,0.5924528301886792,0.3917525773195876,0.2191358024691358,0.2761904761904762,0.23655913978494625,0.32666666666666666,0.40476190476190477,0.5633802816901409,0.37453183520599254,0.5769230769230769,0.24666666666666667,0.5474137931034483,0.7541666666666667,0.35294117647058826,0.4678362573099415
0.1791530944625407,0.19155844155844157,0.2890625,0.5555555555555556,0.48148148148148145,0.1822429906542056,0.26936026936026936,0.27292110874200426,0.45454545454545453,0.36363636363636365,0.19617224880382775,0.2469879518072289,0.17391304347826086,0.28739495798319326,0.18439716312056736,0.2302158273381295,0.2774869109947644,0.2807570977917981,0.16666666666666666,0.09333333333333334,0.31384615384615383,0.35555555555555557,0.16455696202531644,0.17562724014336917,0.4641509433962264,0.24742268041237114,0.19135802469135801,0.11428571428571428,0.1935483870967742,0.20666666666666667,0.23015873015873015,0.4788732394366197,0.2209737827715356,0.4076923076923077,0.18666666666666668,0.3922413793103448,0.6583333333333333,0.17647058823529413,0.3333333333333333
0.05863192182410423,0.045454545454545456,0.0078125,0.35353535353535354,0.3148148148148148,0.09579439252336448,0.10101010101010101,0.14925373134328357,0.28730703259005147,0.2066115702479339,0.11483253588516747,0.1686746987951807,0.03260869565217391,0.19327731092436976,0.10638297872340426,0.08633093525179857,0.16753926701570682,0.12933753943217666,0.04597701149425287,0.006666666666666667,0.14153846153846153,0.21851851851851853,0.07278481012658228,0.1003584229390681,0.2830188679245283,0.12371134020618557,0.09876543209876543,0.009523809523809525,0.06451612903225806,0.06666666666666667,0.11904761904761904,0.3591549295774648,0.08614232209737828,0.23846153846153847,0.1,0.21120689655172414,0.44166666666666665,0.03529411764705882,0.17543859649122806
0.009771986970684038,0.00974025974025974,0.0078125,0.12121212121212122,0.1111111111111111,0.035046728971962614,0.04713804713804714,0.042643923240938165,0.07461406518010291,0.008264462809917356,0.07655502392344497,0.10240963855421686,0.0,0.07899159663865546,0.07801418439716312,0.050359712230215826,0.02617801047120419,0.01892744479495268,0.0,0.0,0.015384615384615385,0.07037037037037037,0.03481012658227848,0.06451612903225806,0.12452830188679245,0.05670103092783505,0.06172839506172839,0.0,0.04838709677419355,0.02666666666666667,0.03968253968253968,0.04225352112676056,0.0149812734082397,0.16153846153846155,0.06,0.07758620689655173,0.07916666666666666,0.011764705882352941,0.11695906432748537
0.43322475570032576,0.40584415584415584,0.53125,0.7070707070707071,0.6604938271604939,0.35514018691588783,0.494949494949495,0.4946695095948827,0.565180102915952,0.4628099173553719,0.45933014354066987,0.37349397590361444,0.1956521739130435,0.4336134453781513,0.2624113475177305,0.381294964028777,0.3717277486910995,0.5110410094637224,0.4425287356321839,0.14,0.5046153846153846,0.5703703703703704,0.31329113924050633,0.24372759856630824,0.660377358490566,0.42783505154639173,0.24382716049382716,0.3142857142857143,0.2903225806451613,0.2866666666666667,0.48412698412698413,0.676056338028169,0.40823970037453183,0.5461538461538461,0.2733333333333333,0.6120689655172413,0.7291666666666666,0.27058823529411763,0.5321637426900585
0.2996742671009772,0.21103896103896103,0.2421875,0.6262626262626263,0.5925925925925926,0.29205607476635514,0.28619528619528617,0.31556503198294245,0.3927958833619211,0.3305785123966942,0.33014354066985646,0.30120481927710846,0.17391304347826086,0.32941176470588235,0.19148936170212766,0.2733812949640288,0.2198952879581152,0.2744479495268139,0.28735632183908044,0.09333333333333334,0.3076923076923077,0.34814814814814815,0.20569620253164558,0.18996415770609318,0.5584905660377358,0.31958762886597936,0.19753086419753085,0.2,0.20430107526881722,0.22666666666666666,0.35714285714285715,0.5985915492957746,0.26217228464419473,0.47692307692307695,0.20666666666666667,0.4353448275862069,0.4583333333333333,0.17647058823529413,0.4327485380116959
0.10423452768729642,0.09090909090909091,0.0625,0.494949494949495,0.4506172839506173,0.1705607476635514,0.15488215488215487,0.14925373134328357,0.24099485420240138,0.256198347107438,0.16267942583732056,0.24096385542168675,0.14130434782608695,0.23697478991596638,0.15602836879432624,0.19424460431654678,0.10471204188481675,0.07886435331230283,0.11494252873563218,0.06666666666666667,0.13538461538461538,0.18888888888888888,0.14873417721518986,0.15770609318996415,0.3471698113207547,0.23711340206185566,0.1697530864197531,0.05714285714285714,0.16666666666666666,0.15333333333333332,0.19047619047619047,0.38028169014084506,0.15730337078651685,0.36153846153846153,0.17333333333333334,0.22844827586206898,0.23333333333333334,0.10588235294117647,0.26900584795321636
0.03908794788273615,0.025974025974025976,0.015625,0.35353535353535354,0.35802469135802467,0.1191588785046729,0.07407407407407407,0.0767590618336887,0.15523156089193826,0.21487603305785125,0.11961722488038277,0.21686746987951808,0.07608695652173914,0.1815126050420168,0.11347517730496454,0.09352517985611511,0.04712041884816754,0.03470031545741325,0.06321839080459771,0.02,0.08,0.10740740740740741,0.10126582278481013,0.12544802867383512,0.23773584905660378,0.13917525773195877,0.12962962962962962,0.0,0.11290322580645161,0.07333333333333333,0.11904761904761904,0.2676056338028169,0.10112359550561797,0.23076923076923078,0.14,0.08189655172413793,0.05,0.03529411764705882,0.15204678362573099
0.1758957654723127,0.18181818181818182,0.2109375,0.3939393939393939,0.42592592592592593,0.26635514018691586,0.1111111111111111,0.19189765458422176,0.3704974271012007,0.3884297520661157,0.18660287081339713,0.3072289156626506,0.18478260869565216,0.3025210084033613,0.12056737588652482,0.2517985611510791,0.23036649214659685,0.1861198738170347,0.23563218390804597,0.10666666666666667,0.24307692307692308,0.27037037037037037,0.19936708860759494,0.12903225806451613,0.5018867924528302,0.23195876288659795,0.14506172839506173,0.23809523809523808,0.16129032258064516,0.25333333333333335,0.1984126984126984,0.3591549295774648,0.24344569288389514,0.3923076923076923,0.14666666666666667,0.15948275862068967,0.6416666666666667,0.27058823529411763,0.40350877192982454
0.10749185667752444,0.11363636363636363,0.0703125,0.32323232323232326,0.35802469135802467,0.16822429906542055,0.06397306397306397,0.13219616204690832,0.2855917667238422,0.3305785123966942,0.14832535885167464,0.21686746987951808,0.17391304347826086,0.24705882352941178,0.09929078014184398,0.1510791366906475,0.13089005235602094,0.12618296529968454,0.1206896551724138,0.09333333333333334,0.14153846153846153,0.16666666666666666,0.13924050632911392,0.10752688172043011,0.35094339622641507,0.17525773195876287,0.12962962962962962,0.14285714285714285,0.13440860215053763,0.19333333333333333,0.15079365079365079,0.31690140845070425,0.1947565543071161,0.23076923076923078,0.12666666666666668,0.1206896551724138,0.35833333333333334,0.15294117647058825,0.1871345029239766
0.02280130293159609,0.032467532467532464,0.015625,0.1111111111111111,0.19135802469135801,0.04906542056074766,0.013468013468013467,0.0511727078891258,0.14751286449399656,0.17355371900826447,0.05741626794258373,0.12650602409638553,0.021739130434782608,0.1546218487394958,0.02127659574468085,0.03597122302158273,0.015706806282722512,0.015772870662460567,0.028735632183908046,0.03333333333333333,0.027692307692307693,0.04814814814814815,0.05379746835443038,0.010752688172043012,0.22264150943396227,0.061855670103092786,0.021604938271604937,0.0,0.026881720430107527,0.06666666666666667,0.031746031746031744,0.21830985915492956,0.10486891385767791,0.11538461538461539,0.04666666666666667,0.02586206896551724,0.07083333333333333,0.023529411764705882,0.05847953216374269
0.006514657980456026,0.00974025974025974,0.0,0.030303030303030304,0.13580246913580246,0.011682242990654205,0.0,0.0021321961620469083,0.060034305317324184,0.1487603305785124,0.03349282296650718,0.12650602409638553,0.0,0.05714285714285714,0.0,0.007194244604316547,0.0,0.00946372239747634,0.017241379310344827,0.0,0.009230769230769232,0.02962962962962963,0.0189873417721519,0.0,0.09056603773584905,0.03608247422680412,0.0,0.0,0.0,0.02666666666666667,0.015873015873015872,0.18309859154929578,0.0898876404494382,0.023076923076923078,0.02,0.0,0.016666666666666666,0.0,0.017543859649122806
