TAX-3888,TAX-3847,TAX-3880,TAX-1063,TAX-1061,TAX-287,TAX-4577,TAX-4081,TAX-9606,TAX-3708,TAX-3562,TAX-382,TAX-1488,TAX-4932,TAX-548,TAX-1718,TAX-4513,TAX-4530,TAX-4565,TAX-573,TAX-4097,TAX-4113,TAX-1423,TAX-294,TAX-1773,TAX-1148,TAX-303,TAX-2336,TAX-9913,TAX-2287,TAX-3055,TAX-1097,TAX-2190,TAX-1280,TAX-358,TAX-4058,TAX-3702,TAX-3988,TAX-1772
-0.25185466,3.5757,0.7000933,1.5734558,2.4821155,0.2166856,7.669895,3.5825443,0.6400119,-0.5267941,2.5643492,-1.2156796,3.0996532,0.40182438,0.4016024,-2.7693994,0.046692412,4.0789504,4.098066,4.262943,-2.0635405,-3.6606886,-0.49880752,-0.041966736,7.7105775,0.6959598,-4.98129,2.662795,-4.4342093,-1.3662212,-0.3739453,0.73978883,6.8986144,0.08752847,1.0991558,1.9950569,6.648109,-1.6170702,0.8780007
-0.761603,-5.5292325,-1.2750692,0.9004379,4.288334,-1.6530435,6.9470077,3.3192673,-1.0690166,4.853432,0.54912025,1.8217487,-6.7829638,2.4026303,1.2393913,2.8546534,1.2354546,-1.6689627,5.1579137,5.1956162,5.7001243,2.92616,2.8844838,-0.50376934,1.3397168,0.21136527,-1.7608775,-5.955171,0.6790518,-2.177385,0.8761587,2.1560068,5.669475,4.1518555,0.74291,-1.248962,0.9756553,-1.6094189,-1.0906457
-2.7553356,-4.5413933,-2.6538415,-0.5635522,2.8459487,0.61265063,1.8535949,2.804354,-2.8899307,-1.3593314,-1.046596,1.1795524,2.8236182,-2.3349159,3.8469484,1.8325297,-1.7758702,-5.080843,-2.794099,-0.10137149,2.286417,0.34683555,-1.0532731,7.8756776,1.9578382,0.072477154,5.438626,-0.9206472,-2.3146555,4.4953246,-1.9229602,-0.31112927,1.1880581,-1.4719081,-2.2875323,-0.14841019,-1.6715829,-5.623154,-7.64632
6.5802355,4.4516983,5.234148,7.514295,4.795966,2.1655643,1.5730859,3.9406767,4.2155457,6.084609,6.461349,2.7477245,6.4235277,6.450184,-0.4256621,2.635087,0.8809007,3.194971,6.6427717,3.7387986,5.550037,2.897986,6.1116285,-1.8811151,3.7543886,5.063188,0.19371,4.949512,2.0266492,7.218713,3.2163346,4.1468806,7.9322624,3.9954998,-0.73283684,7.173263,8.115549,0.98994887,6.9179235
1.2822981,5.2498474,3.3305604,-3.969426,-5.207799,1.5192398,-4.1390777,-4.556969,0.73938435,-3.7814615,-3.831577,-0.533171,1.101108,0.63294256,2.0561237,4.9343805,-3.0368013,-7.4242115,-4.4132886,0.32934773,-4.2458634,-2.7111652,-2.048071,1.5648253,-4.8664813,-1.171942,1.1489366,-1.4630517,3.5496747,5.082319,-0.19675405,-5.1433897,-3.0783038,-2.1584902,-0.124268375,-0.31687704,-9.712314,-1.6395139,-1.096096
-1.812149,-0.87397736,6.8673763,4.2190084,2.6794863,2.5253916,3.5797172,3.3615868,-3.5736022,-1.88686,1.0236512,1.4940472,2.2947297,-3.3515732,-1.3772084,-0.5683222,-0.62553823,2.9407427,-0.8254252,-0.93566376,3.3430173,1.2480171,-3.0704193,1.5910903,4.036572,6.1018405,-1.9579754,-6.0293007,0.023526447,-0.18852177,5.3934164,5.145941,-4.839469,1.6603036,6.9782357,-1.2294085,-0.04552196,-5.0193377,2.3305783
-6.60237,-4.992394,-6.139825,3.8363385,-0.18279713,0.19986752,2.6902778,1.5101539,-1.5988228,-1.4736328,-3.8663979,3.862331,-0.34038076,-0.258154,-0.6513844,-0.7107016,2.019117,-2.7767832,0.89016855,1.551166,-1.6756034,3.4295738,0.6251746,6.1649733,-2.3051393,4.973233,1.5496426,-3.271027,0.06069095,1.0523893,0.15602027,1.0530251,-7.798853,-6.270874,4.875326,-5.60819,-11.068691,-3.8681843,3.6403353
-2.5642755,-3.2932513,-6.0199747,-8.942796,-7.385349,-2.9759989,-8.451967,-4.1670537,-6.770919,-5.306354,-0.7630493,-4.0705843,8.1739435,-1.7595716,4.413929,3.5518794,-3.371424,-4.8727117,-4.750367,-0.027039304,-3.36441,-2.7987776,0.46534362,-1.3778363,-2.9579477,-7.099693,3.5180075,0.73737186,1.4619915,3.1993499,-2.5667517,-5.881317,-6.2240043,-11.032104,0.65446883,-2.8838463,-12.559986,-4.6380916,1.5179238
-4.736169,-6.7016087,5.2147665,-6.508327,-7.618518,-3.5234442,-2.0295517,-2.586863,-2.7253678,-0.20959724,-3.0769696,3.970811,-2.1687224,-6.8849874,-1.369012,-4.4765096,2.1809974,-1.1396031,-3.6223671,0.5582543,-1.9320514,-3.1879795,-6.103077,-2.1922953,-8.602047,-0.096461914,-3.1805656,-3.3613057,0.8902563,-2.8988316,1.9355354,-6.1257577,-10.812867,-1.6387132,-0.82605,-1.5364076,-8.406432,-3.7904665,-10.460134
-0.35624772,2.4078624,-1.8224078,-2.7714548,0.7200183,3.768271,1.4521234,8.069019,3.5731664,-3.3522642,-0.7165874,-4.2816424,-2.746013,5.438783,5.0769744,-3.44474,7.94733,2.6328928,-0.86819106,2.1103172,0.56824964,0.62261254,5.9750934,-0.7390901,3.9984818,-0.32276884,0.75133026,-2.940825,1.8069673,-1.377028,-3.3269086,-1.9290311,5.7241,7.1369686,1.1568915,5.750846,-3.4456828,0.60145295,-0.33845297
-6.1428514,-5.624786,-4.982229,-6.93644,-1.8664122,-1.3000517,1.2128379,1.2306784,-4.490086,-6.011064,-6.9477105,-1.0060681,-1.2069538,-3.2169042,-0.2701372,-0.4589005,2.0097337,-0.065888286,-6.284781,-0.35636696,-2.232187,3.5468073,1.1279505,-0.07742496,-3.708943,-4.2696958,-1.2759008,0.538092,-3.5457342,-0.7166857,-2.4410098,-5.3341823,0.28814322,0.4666156,1.2024838,-3.996289,-1.2968048,-0.81477004,1.2771039
-1.3016899,-0.54949963,-0.1891711,-4.908386,-2.408894,2.022307,-1.8948437,4.81309,-1.3611494,2.6094046,4.6427107,3.6632524,1.1343536,7.8274145,1.313975,3.881544,1.5146651,-2.4671404,1.3122936,4.3697042,0.86959267,2.743252,4.9971642,1.2289543,4.607565,3.8213499,-2.5832982,-0.8234466,5.0235972,6.054072,1.9042635,-3.1052485,6.995225,5.644528,0.011197455,-3.6926215,-6.9991035,-1.8265879,2.600631
-1.3256085,-5.7368836,-4.3081055,-1.3070593,-2.177007,-2.5204322,-6.150193,-8.129378,-4.340266,-10.00725,-4.032494,-1.0129867,-1.3629862,-5.121713,5.1072116,1.128435,-1.9546751,-4.9013205,1.2357543,3.1132662,-6.685177,-9.700155,-1.9691118,1.3769023,-4.8305492,0.95842236,2.725616,1.2609775,-2.623749,-2.0757568,-4.397344,-0.6338463,-3.2272425,-1.184925,1.0117583,-9.386433,-15.037131,-5.4070654,4.05549
-5.2827663,-3.9453523,-9.219773,0.991099,0.45566753,-2.191603,-1.5836195,-3.928926,-4.876066,-1.0025398,0.10953138,-1.4638815,0.12217445,-0.698036,-4.400354,-3.194291,1.8077769,-2.3699222,3.1906717,-0.6751014,-0.16721988,-4.060149,-1.6874033,-3.9552338,0.36995578,-1.0628989,-1.1632273,2.661639,-5.274356,-3.598555,-2.5366633,5.5126185,-5.876274,-7.5613294,-5.1155877,-4.8069587,8.258379,-1.5026697,1.8388827
4.3124275,4.6825447,4.502583,-3.1487954,-4.0565624,-7.2612276,0.8227471,-3.170524,-5.0838237,-2.634469,-3.1953828,-2.539705,4.401933,-4.7115574,-2.5018742,2.186985,-4.26549,-0.34962055,-2.0290549,-5.9604588,-1.6247975,0.3709271,-6.0166316,-9.338665,-4.1739745,-4.5549593,-5.1018634,0.41200694,-10.518242,-5.9256196,1.8393073,-0.055744395,-9.029927,-4.3408265,-6.151254,2.2639697,0.58536255,-0.22171298,2.0557618
0.2309336,3.628138,0.653439,-3.2621756,-3.813488,-1.6956116,-2.093764,-1.1768993,-1.0248933,2.1503377,-1.6839294,-9.235815,0.9733223,-1.3968592,-0.9050815,-5.110194,-0.16981237,6.5904694,2.677963,-4.6887436,0.24888347,1.0550805,-6.5773396,1.125641,-3.068859,0.9963793,-0.9018009,3.2171981,-6.3060822,-1.0986043,-0.080015555,0.6181504,-0.5972163,3.537945,-7.534696,2.1996555,-7.087098,3.1590283,-1.671351
-3.0594134,-0.9010862,-1.915654,-0.22184072,0.26261994,-0.19964999,1.1307168,-6.071725,-5.423426,0.54640853,0.23637407,-1.4421664,-1.7690803,-5.374963,0.012461641,-3.9958956,5.577331,1.2070147,2.1775212,0.49620178,0.84029937,-8.779148,0.23085658,-1.9189807,1.0800515,1.5681505,-4.4935837,3.7853496,-4.259479,-5.9973955,0.03622887,-0.5094016,-5.419505,-0.5952396,1.0515952,-0.6294288,-9.121877,2.8897047,3.2567785
0.06903918,2.4498024,-1.1495271,-1.6335924,0.015370762,1.2753334,3.1093097,4.8672495,-0.9964692,3.5802195,-1.2540249,-0.27830586,-0.6868769,3.6243455,-2.170173,-3.0835931,2.4948106,0.29421407,-0.4252903,-1.7084886,6.665032,3.120863,-2.9794853,-1.7004329,3.714081,-3.5043967,2.4932296,2.5918462,1.3536798,-1.9841712,-1.1852753,-3.978297,-6.745681,-7.875005,-5.133907,-1.5730299,6.2124224,0.78240263,2.0428216
4.696136,4.7307277,8.935258,3.5987546,2.1321435,-1.9646153,0.85109866,-0.8045682,3.170684,1.0461589,3.820705,1.2174568,2.9634607,2.7895856,-0.26975873,-2.6469295,2.7020714,1.7963451,4.5011506,0.2425161,2.1405463,-1.123521,-4.6561384,-1.8916218,-2.5518732,1.1471515,-0.7815396,1.2256854,-2.4613423,-5.12687,2.8275757,1.7465731,0.8915999,3.9954755,-0.2945923,3.2005537,13.900555,1.1419774,0.14733317
-4.1515694,-0.5762654,-3.2913694,-2.9608858,-4.104679,-4.364311,-7.543742,-3.1755164,-5.8235064,-1.2320025,-1.3455734,-0.20272869,1.6080912,-0.75596505,0.53313196,-3.8422327,-3.3285184,-6.02692,-4.5167007,4.782183,-4.5492496,-3.9469662,-2.5739956,-1.5094931,1.3786651,-4.5237484,0.4618092,-1.7726877,-2.0010648,-0.39814427,2.703099,-4.7173004,0.4076073,-7.452849,-2.1022794,-10.597239,-12.895741,0.97235936,2.4792156
-1.8029195,-2.4637542,-2.7853723,-2.839838,-4.208579,-0.14427,6.7923017,-3.3102527,0.4693233,1.1795796,-1.7910779,1.683312,-5.2635193,-3.6821465,4.8614798,1.3071746,4.459146,2.4809384,-1.1598775,4.174289,3.0793402,-0.1392656,3.976027,2.180356,-7.2836585,0.060154278,2.2712357,0.53599954,3.109554,-0.5940657,-0.64025927,-9.722908,2.3513136,1.1796145,4.749366,-5.8382726,-1.130329,5.855893,-7.6488566
5.958514,2.7097988,-2.6299818,-0.061520305,-0.43268976,-3.5129232,3.0846317,4.025166,0.056775983,-1.1551476,3.6481385,3.7596138,-7.09396,-0.55555105,-3.3688352,0.8240862,2.1798866,3.9423387,7.6487827,-5.1276383,6.0286927,-3.6355047,0.32104108,-7.299223,5.025829,5.4690933,-4.2636995,2.3502595,-4.120792,-4.1806154,3.03814,1.2501466,-5.731138,5.468879,-1.5585045,7.78982,19.124176,0.4294211,4.1555057
0.123148225,-5.404176,-7.1133504,-1.6833934,1.1048313,1.0620618,-3.4918683,-3.415108,0.915946,-1.9102551,1.7708058,4.697452,7.2371697,5.012471,4.3327084,2.212638,-3.4030442,-3.5213666,-4.203727,4.345808,-0.49481475,-5.266343,3.28721,0.32288536,0.8886288,1.6410533,1.1761229,0.23774995,3.571851,4.965785,4.5880985,2.1233475,3.2537959,1.3111886,-3.0306497,-3.8175147,-3.547972,-0.44617096,-0.24924527
1.6481344,5.252216,11.019366,1.3430445,1.7828537,0.36359003,3.6134126,4.9341893,3.310275,6.9969525,-0.63363135,1.3742044,3.2839599,0.51908016,-4.9456124,-0.66034836,0.7996837,4.258314,0.48474878,-8.08941,1.8852298,2.6575744,-2.4712818,-2.793017,3.3690794,-2.3093839,-1.8280635,2.4842803,-8.265652,-2.2579403,4.452503,4.1567717,-1.6167606,5.1498075,-1.0245341,7.916924,8.953925,0.611304,4.323286
2.6619973,1.1380943,0.52884316,0.91838294,-0.95752597,-3.6043794,-5.0017667,5.3903723,-0.7753933,-1.6110998,-2.0251546,-5.9193754,-5.237496,-0.7943722,-4.873908,1.6387893,1.0766766,2.0905936,0.67782146,-10.381801,-0.45022506,4.662582,-2.258716,-3.7348714,-3.8244743,0.24023826,1.3620539,-3.1036537,0.9805875,-3.3094058,-4.4695015,3.2306972,-5.1105075,-5.8900256,-0.13497774,-2.0320728,-2.7172763,-0.7844841,1.1772523
2.9372592,-3.0290737,-6.9322157,-5.426713,-4.7164526,-1.9147621,-0.42074603,-4.711385,-2.9905577,-3.6422937,3.7154086,0.93268085,6.8963823,-2.0957265,1.9608397,-2.7018163,2.1088257,1.3310473,1.5909975,-1.0962824,-1.0138832,-1.7318594,1.8305218,0.3154644,-5.2643094,-2.2264717,4.7515993,2.0450397,7.9531035,4.54313,2.3020685,-6.2755737,-1.165235,-1.2919118,4.4365535,-8.827862,-10.832933,0.26333836,-3.737357
-0.2480815,-0.952896,-2.5239966,5.2244883,6.3682733,2.6149316,7.428781,3.7966557,6.175903,3.3574088,0.9773865,0.6754991,-1.6150302,1.3457776,0.25919074,3.6539562,-3.5422947,-3.4270546,0.85256755,-6.1771903,7.0460095,2.1039286,4.686724,5.6170845,10.167494,4.4395866,2.9939227,-1.3721426,4.985635,3.8762329,-1.7419937,8.814646,7.7716823,2.2311537,3.7709084,5.8650947,8.454326,0.059920873,2.346565
3.0232782,-3.0586224,-2.130921,-1.9547325,-2.9110897,0.5243538,8.478027,11.234611,-3.1499286,0.0022803475,1.8437893,1.0004656,-6.174882,1.5644035,0.6076862,0.57392615,-1.4926019,0.8822297,4.2271795,-1.0185789,3.9280038,5.041191,-1.7912374,-4.005935,0.17169988,6.8911037,-5.027528,0.9610636,-2.7497766,-3.7229545,9.557278,1.383851,-5.475861,4.2842712,1.3083392,-1.4059894,-0.8408309,2.510152,5.013934
6.4562855,7.578244,7.099132,2.646762,5.886825,-3.436086,8.960391,7.0246167,5.3216453,-2.3708017,3.318799,-2.8981404,-3.155228,2.4882064,0.8560192,0.5987582,7.436033,1.563983,1.424314,1.8949405,-2.9403732,0.29096946,0.12752129,0.4600916,2.255914,4.2977953,-3.2391937,8.761518,1.0596142,-3.6921413,-1.8739951,3.4445772,4.6269174,2.8230839,-0.605613,6.407885,14.612732,1.5455172,9.023329
-0.21944217,-1.5134286,1.8361347,0.46523237,-1.6329136,3.2195394,-1.2098358,-0.7958328,-0.21204644,0.35487205,0.24833079,-1.48322,0.6118543,-1.9932417,-3.700851,-0.22265837,-0.7975713,-0.75245893,-1.1854784,-4.057516,-2.0412545,-2.647697,-5.349282,1.9361619,2.4727206,-1.4456636,1.0234337,-2.9609954,-2.4577315,2.331535,-2.4508524,-3.1732414,-11.979638,-2.1278603,-1.1361097,3.8717284,6.347842,-2.4888592,2.345377
-8.938457,-0.07332115,-7.493748,-6.3105702,-2.990995,0.66534543,0.623076,-3.2020447,-5.150026,-2.8101041,-6.2634063,-2.492996,0.47463477,0.20169395,0.4205395,3.4596636,-4.804272,-4.416231,-6.256605,-2.1028337,-1.7936572,0.8702503,-1.4578362,-4.518014,-6.797456,-5.5487995,0.9782953,0.9371356,0.26852608,-0.28791574,-1.387357,-1.0683018,0.7137129,-5.3765545,3.6911192,-8.316658,-14.127093,-0.96230644,-5.07725
0.6674887,-1.5710198,1.6398472,-6.235193,0.44746938,-1.511436,-2.7290847,-3.8342535,-0.046577156,3.1600378,-1.2131112,1.4290512,5.6909385,2.841138,-0.4460872,3.7708387,-8.247723,-6.1386104,-4.1702576,-0.1503575,-2.2409036,-5.560182,0.25541836,-1.5608828,-1.0050879,-5.6544147,0.38137528,-3.204291,-0.4213113,4.028073,-1.5815711,1.6625447,2.106233,2.7934217,-3.3190892,4.9385843,7.3324986,-1.0993642,2.682523
1.9277495,-2.7019734,-6.23575,-2.4956248,-2.9390802,-1.4887015,1.8845294,-5.2727656,0.06912915,-5.2518535,-0.29951537,1.9446025,-3.5767763,-3.8346236,-0.8287045,3.553483,-5.0222344,5.6119313,1.7114562,2.146374,-0.9746648,-3.79457,-0.20262581,-2.2769763,-3.6897266,0.21167463,4.002742,5.144418,4.2580304,0.6565238,-1.0081086,-2.7089908,-0.3669737,-3.7350154,0.010006941,-4.9111633,-0.13344762,-2.8797193,-4.421508
1.4897542,1.300951,4.574953,4.669329,1.3194562,-0.4537605,1.083092,5.057588,-1.626499,-1.2378217,-0.64490795,-2.910141,3.4628458,-0.4804854,5.049436,0.8165714,2.4712327,2.379358,-0.30484167,0.86929065,0.40176633,3.3161066,-1.0479053,-1.8720894,-0.08737261,1.102955,0.3913652,3.831745,-3.8168554,-1.4756719,3.0539272,-2.620905,1.1640435,-6.6583433,-3.0489428,5.461185,7.541511,-0.37974426,1.1221417
